location,depth,transect,photo,group,successes,failures
north,dp,t1,t1_9,abiotic,0,100
north,dp,t1,t1_9,biotic,0,100
north,dp,t1,t1_9,macro,24,76
north,dp,t1,t1_9,non-reef,4,96
north,dp,t1,t1_9,plob,51,49
north,dp,t1,t1_9,poci,4,96
north,dp,t1,t1_9,turf,17,83
north,dp,t2,t2_1,abiotic,0,100
north,dp,t2,t2_1,biotic,0,100
north,dp,t2,t2_1,macro,19,81
north,dp,t2,t2_1,non-reef,5,95
north,dp,t2,t2_1,plob,76,24
north,dp,t2,t2_1,poci,0,100
north,dp,t2,t2_1,turf,0,100
north,dp,t2,t2_10,abiotic,0,100
north,dp,t2,t2_10,biotic,1,99
north,dp,t2,t2_10,macro,29,71
north,dp,t2,t2_10,non-reef,5,95
north,dp,t2,t2_10,plob,62,38
north,dp,t2,t2_10,poci,2,98
north,dp,t2,t2_10,turf,1,99
north,dp,t2,t2_11,abiotic,0,100
north,dp,t2,t2_11,biotic,0,100
north,dp,t2,t2_11,macro,22,78
north,dp,t2,t2_11,non-reef,7,93
north,dp,t2,t2_11,plob,58,42
north,dp,t2,t2_11,poci,0,100
north,dp,t2,t2_11,turf,13,87
north,dp,t2,t2_12,abiotic,1,99
north,dp,t2,t2_12,biotic,0,100
north,dp,t2,t2_12,macro,14,86
north,dp,t2,t2_12,non-reef,15,85
north,dp,t2,t2_12,plob,68,32
north,dp,t2,t2_12,poci,0,100
north,dp,t2,t2_12,turf,2,98
north,dp,t2,t2_13,abiotic,7,93
north,dp,t2,t2_13,biotic,0,100
north,dp,t2,t2_13,macro,16,84
north,dp,t2,t2_13,non-reef,6,94
north,dp,t2,t2_13,plob,68,32
north,dp,t2,t2_13,poci,2,98
north,dp,t2,t2_13,turf,1,99
north,dp,t2,t2_14,abiotic,0,100
north,dp,t2,t2_14,biotic,0,100
north,dp,t2,t2_14,macro,16,84
north,dp,t2,t2_14,non-reef,5,95
north,dp,t2,t2_14,plob,74,26
north,dp,t2,t2_14,poci,0,100
north,dp,t2,t2_14,turf,5,95
north,dp,t2,t2_15,abiotic,0,100
north,dp,t2,t2_15,biotic,0,100
north,dp,t2,t2_15,macro,3,97
north,dp,t2,t2_15,non-reef,14,86
north,dp,t2,t2_15,plob,72,28
north,dp,t2,t2_15,poci,3,97
north,dp,t2,t2_15,turf,8,92
north,dp,t2,t2_2,abiotic,0,100
north,dp,t2,t2_2,biotic,0,100
north,dp,t2,t2_2,macro,7,93
north,dp,t2,t2_2,non-reef,3,97
north,dp,t2,t2_2,plob,90,10
north,dp,t2,t2_2,poci,0,100
north,dp,t2,t2_2,turf,0,100
north,dp,t2,t2_3,abiotic,0,100
north,dp,t2,t2_3,biotic,0,100
north,dp,t2,t2_3,macro,16,84
north,dp,t2,t2_3,non-reef,2,98
north,dp,t2,t2_3,plob,82,18
north,dp,t2,t2_3,poci,0,100
north,dp,t2,t2_3,turf,0,100
north,dp,t2,t2_4,abiotic,0,100
north,dp,t2,t2_4,biotic,0,100
north,dp,t2,t2_4,macro,9,91
north,dp,t2,t2_4,non-reef,15,85
north,dp,t2,t2_4,plob,70,30
north,dp,t2,t2_4,poci,0,100
north,dp,t2,t2_4,turf,6,94
north,dp,t2,t2_5,abiotic,0,100
north,dp,t2,t2_5,biotic,0,100
north,dp,t2,t2_5,macro,29,71
north,dp,t2,t2_5,non-reef,4,96
north,dp,t2,t2_5,plob,57,43
north,dp,t2,t2_5,poci,0,100
north,dp,t2,t2_5,turf,10,90
north,dp,t2,t2_6,abiotic,0,100
north,dp,t2,t2_6,biotic,0,100
north,dp,t2,t2_6,macro,25,75
north,dp,t2,t2_6,non-reef,5,95
north,dp,t2,t2_6,plob,69,31
north,dp,t2,t2_6,poci,0,100
north,dp,t2,t2_6,turf,1,99
north,dp,t2,t2_7,abiotic,0,100
north,dp,t2,t2_7,biotic,0,100
north,dp,t2,t2_7,macro,30,70
north,dp,t2,t2_7,non-reef,6,94
north,dp,t2,t2_7,plob,61,39
north,dp,t2,t2_7,poci,0,100
north,dp,t2,t2_7,turf,3,97
north,dp,t2,t2_8,abiotic,0,100
north,dp,t2,t2_8,biotic,2,98
north,dp,t2,t2_8,macro,19,81
north,dp,t2,t2_8,non-reef,8,92
north,dp,t2,t2_8,plob,58,42
north,dp,t2,t2_8,poci,0,100
north,dp,t2,t2_8,turf,13,87
north,dp,t2,t2_9,abiotic,0,100
north,dp,t2,t2_9,biotic,0,100
north,dp,t2,t2_9,macro,48,52
north,dp,t2,t2_9,non-reef,15,85
north,dp,t2,t2_9,plob,21,79
north,dp,t2,t2_9,poci,1,99
north,dp,t2,t2_9,turf,15,85
north,dp,t3,t3_1,abiotic,20,80
north,dp,t3,t3_1,biotic,0,100
north,dp,t3,t3_1,macro,19,81
north,dp,t3,t3_1,non-reef,2,98
north,dp,t3,t3_1,plob,54,46
north,dp,t3,t3_1,poci,0,100
north,dp,t3,t3_1,turf,5,95
north,dp,t3,t3_10,abiotic,0,100
north,dp,t3,t3_10,biotic,0,100
north,dp,t3,t3_10,macro,6,94
north,dp,t3,t3_10,non-reef,18,85
north,dp,t3,t3_10,plob,75,25
north,dp,t3,t3_10,poci,0,100
north,dp,t3,t3_10,turf,1,99
north,dp,t3,t3_11,abiotic,0,100
north,dp,t3,t3_11,biotic,0,100
north,dp,t3,t3_11,macro,6,94
north,dp,t3,t3_11,non-reef,2,98
north,dp,t3,t3_11,plob,85,15
north,dp,t3,t3_11,poci,0,100
north,dp,t3,t3_11,turf,7,93
north,dp,t3,t3_12,abiotic,0,100
north,dp,t3,t3_12,biotic,0,100
north,dp,t3,t3_12,macro,8,92
north,dp,t3,t3_12,non-reef,4,96
north,dp,t3,t3_12,plob,85,15
north,dp,t3,t3_12,poci,1,99
north,dp,t3,t3_12,turf,2,98
north,dp,t3,t3_13,abiotic,0,100
north,dp,t3,t3_13,biotic,0,100
north,dp,t3,t3_13,macro,12,88
north,dp,t3,t3_13,non-reef,5,95
north,dp,t3,t3_13,plob,82,18
north,dp,t3,t3_13,poci,0,100
north,dp,t3,t3_13,turf,1,99
north,dp,t3,t3_14,abiotic,0,100
north,dp,t3,t3_14,biotic,0,100
north,dp,t3,t3_14,macro,14,86
north,dp,t3,t3_14,non-reef,4,96
north,dp,t3,t3_14,plob,81,19
north,dp,t3,t3_14,poci,0,100
north,dp,t3,t3_14,turf,1,99
north,dp,t3,t3_15,abiotic,0,100
north,dp,t3,t3_15,biotic,0,100
north,dp,t3,t3_15,macro,9,91
north,dp,t3,t3_15,non-reef,7,93
north,dp,t3,t3_15,plob,82,18
north,dp,t3,t3_15,poci,0,100
north,dp,t3,t3_15,turf,2,98
north,dp,t3,t3_2,abiotic,25,75
north,dp,t3,t3_2,biotic,0,100
north,dp,t3,t3_2,macro,26,74
north,dp,t3,t3_2,non-reef,3,97
north,dp,t3,t3_2,plob,46,54
north,dp,t3,t3_2,poci,0,100
north,dp,t3,t3_2,turf,0,100
north,dp,t3,t3_3,abiotic,1,99
north,dp,t3,t3_3,biotic,0,100
north,dp,t3,t3_3,macro,40,60
north,dp,t3,t3_3,non-reef,13,87
north,dp,t3,t3_3,plob,46,54
north,dp,t3,t3_3,poci,0,100
north,dp,t3,t3_3,turf,0,100
north,dp,t3,t3_4,abiotic,4,96
north,dp,t3,t3_4,biotic,0,100
north,dp,t3,t3_4,macro,17,83
north,dp,t3,t3_4,non-reef,3,97
north,dp,t3,t3_4,plob,31,69
north,dp,t3,t3_4,poci,2,98
north,dp,t3,t3_4,turf,43,57
north,dp,t3,t3_5,abiotic,1,99
north,dp,t3,t3_5,biotic,0,100
north,dp,t3,t3_5,macro,28,72
north,dp,t3,t3_5,non-reef,4,96
north,dp,t3,t3_5,plob,50,50
north,dp,t3,t3_5,poci,3,97
north,dp,t3,t3_5,turf,14,86
north,dp,t3,t3_6,abiotic,0,100
north,dp,t3,t3_6,biotic,1,99
north,dp,t3,t3_6,macro,15,85
north,dp,t3,t3_6,non-reef,53,47
north,dp,t3,t3_6,plob,0,100
north,dp,t3,t3_6,poci,6,94
north,dp,t3,t3_6,turf,25,75
north,dp,t3,t3_7,abiotic,2,98
north,dp,t3,t3_7,biotic,0,100
north,dp,t3,t3_7,macro,12,88
north,dp,t3,t3_7,non-reef,4,96
north,dp,t3,t3_7,plob,82,18
north,dp,t3,t3_7,poci,0,100
north,dp,t3,t3_7,turf,0,100
north,dp,t3,t3_8,abiotic,4,96
north,dp,t3,t3_8,biotic,0,100
north,dp,t3,t3_8,macro,12,88
north,dp,t3,t3_8,non-reef,5,95
north,dp,t3,t3_8,plob,42,58
north,dp,t3,t3_8,poci,0,100
north,dp,t3,t3_8,turf,37,63
north,dp,t3,t3_9,abiotic,0,100
north,dp,t3,t3_9,biotic,0,100
north,dp,t3,t3_9,macro,14,86
north,dp,t3,t3_9,non-reef,10,90
north,dp,t3,t3_9,plob,71,29
north,dp,t3,t3_9,poci,5,95
north,dp,t3,t3_9,turf,0,100
north,dp,t4,t4_1,abiotic,0,100
north,dp,t4,t4_1,biotic,0,100
north,dp,t4,t4_1,macro,14,86
north,dp,t4,t4_1,non-reef,2,98
north,dp,t4,t4_1,plob,82,18
north,dp,t4,t4_1,poci,2,98
north,dp,t4,t4_1,turf,0,100
north,dp,t4,t4_10,abiotic,0,100
north,dp,t4,t4_10,biotic,0,100
north,dp,t4,t4_10,macro,30,70
north,dp,t4,t4_10,non-reef,2,98
north,dp,t4,t4_10,plob,68,32
north,dp,t4,t4_10,poci,0,100
north,dp,t4,t4_10,turf,0,100
north,dp,t4,t4_11,abiotic,0,100
north,dp,t4,t4_11,biotic,0,100
north,dp,t4,t4_11,macro,9,91
north,dp,t4,t4_11,non-reef,3,97
north,dp,t4,t4_11,plob,87,13
north,dp,t4,t4_11,poci,0,100
north,dp,t4,t4_11,turf,1,99
north,dp,t4,t4_12,abiotic,0,100
north,dp,t4,t4_12,biotic,0,100
north,dp,t4,t4_12,macro,21,79
north,dp,t4,t4_12,non-reef,5,95
north,dp,t4,t4_12,plob,69,31
north,dp,t4,t4_12,poci,5,95
north,dp,t4,t4_12,turf,0,100
north,dp,t4,t4_13,abiotic,3,97
north,dp,t4,t4_13,biotic,0,100
north,dp,t4,t4_13,macro,14,86
north,dp,t4,t4_13,non-reef,2,98
north,dp,t4,t4_13,plob,80,20
north,dp,t4,t4_13,poci,1,99
north,dp,t4,t4_13,turf,0,100
north,dp,t4,t4_14,abiotic,7,93
north,dp,t4,t4_14,biotic,0,100
north,dp,t4,t4_14,macro,16,84
north,dp,t4,t4_14,non-reef,2,98
north,dp,t4,t4_14,plob,67,33
north,dp,t4,t4_14,poci,0,100
north,dp,t4,t4_14,turf,8,92
north,dp,t4,t4_15,abiotic,55,45
north,dp,t4,t4_15,biotic,0,100
north,dp,t4,t4_15,macro,15,85
north,dp,t4,t4_15,non-reef,23,77
north,dp,t4,t4_15,plob,3,97
north,dp,t4,t4_15,poci,4,96
north,dp,t4,t4_15,turf,0,100
north,dp,t4,t4_2,abiotic,0,100
north,dp,t4,t4_2,biotic,0,100
north,dp,t4,t4_2,macro,20,80
north,dp,t4,t4_2,non-reef,1,99
north,dp,t4,t4_2,plob,79,21
north,dp,t4,t4_2,poci,0,100
north,dp,t4,t4_2,turf,0,100
north,dp,t4,t4_3,abiotic,0,100
north,dp,t4,t4_3,biotic,0,100
north,dp,t4,t4_3,macro,16,84
north,dp,t4,t4_3,non-reef,3,97
north,dp,t4,t4_3,plob,81,19
north,dp,t4,t4_3,poci,0,100
north,dp,t4,t4_3,turf,0,100
north,dp,t4,t4_4,abiotic,0,100
north,dp,t4,t4_4,biotic,0,100
north,dp,t4,t4_4,macro,17,83
north,dp,t4,t4_4,non-reef,4,96
north,dp,t4,t4_4,plob,79,21
north,dp,t4,t4_4,poci,0,100
north,dp,t4,t4_4,turf,0,100
north,dp,t4,t4_5,abiotic,6,94
north,dp,t4,t4_5,biotic,1,99
north,dp,t4,t4_5,macro,19,81
north,dp,t4,t4_5,non-reef,8,92
north,dp,t4,t4_5,plob,64,36
north,dp,t4,t4_5,poci,2,98
north,dp,t4,t4_5,turf,0,100
north,dp,t4,t4_6,abiotic,0,100
north,dp,t4,t4_6,biotic,0,100
north,dp,t4,t4_6,macro,25,75
north,dp,t4,t4_6,non-reef,75,25
north,dp,t4,t4_6,plob,0,100
north,dp,t4,t4_6,poci,0,100
north,dp,t4,t4_6,turf,0,100
north,dp,t4,t4_7,abiotic,7,93
north,dp,t4,t4_7,biotic,0,100
north,dp,t4,t4_7,macro,20,80
north,dp,t4,t4_7,non-reef,8,92
north,dp,t4,t4_7,plob,65,35
north,dp,t4,t4_7,poci,0,100
north,dp,t4,t4_7,turf,0,100
north,dp,t4,t4_8,abiotic,0,100
north,dp,t4,t4_8,biotic,0,100
north,dp,t4,t4_8,macro,15,85
north,dp,t4,t4_8,non-reef,8,92
north,dp,t4,t4_8,plob,76,24
north,dp,t4,t4_8,poci,1,99
north,dp,t4,t4_8,turf,0,100
north,dp,t4,t4_9,abiotic,0,100
north,dp,t4,t4_9,biotic,0,100
north,dp,t4,t4_9,macro,28,72
north,dp,t4,t4_9,non-reef,9,91
north,dp,t4,t4_9,plob,63,37
north,dp,t4,t4_9,poci,1,99
north,dp,t4,t4_9,turf,1,99
