location,reef,depth,transect,photo,group,successes,failures
se,vhu,md,three,t3_1,plob,33,67
se,vhu,md,three,t3_1,poci,16,84
se,vhu,md,three,t3_1,turf,3,97
se,vhu,md,three,t3_10,abiotic,9,91
se,vhu,md,three,t3_10,biotic,7,93
se,vhu,md,three,t3_10,macro,7,93
se,vhu,md,three,t3_10,non-reef,15,85
se,vhu,md,three,t3_10,plob,5,95
se,vhu,md,three,t3_10,poci,42,58
se,vhu,md,three,t3_10,turf,15,85
se,vhu,md,three,t3_11,abiotic,1,99
se,vhu,md,three,t3_11,biotic,7,93
se,vhu,md,three,t3_11,macro,10,90
se,vhu,md,three,t3_11,non-reef,33,67
se,vhu,md,three,t3_11,plob,4,96
se,vhu,md,three,t3_11,poci,37,63
se,vhu,md,three,t3_11,turf,8,92
se,vhu,md,three,t3_12,abiotic,1,99
se,vhu,md,three,t3_12,biotic,4,96
se,vhu,md,three,t3_12,macro,4,96
se,vhu,md,three,t3_12,non-reef,24,76
se,vhu,md,three,t3_12,plob,21,79
se,vhu,md,three,t3_12,poci,31,69
se,vhu,md,three,t3_12,turf,15,85
se,vhu,md,three,t3_13,abiotic,0,100
se,vhu,md,three,t3_13,biotic,1,99
se,vhu,md,three,t3_13,macro,1,99
se,vhu,md,three,t3_13,non-reef,26,74
se,vhu,md,three,t3_13,plob,12,88
se,vhu,md,three,t3_13,poci,46,54
se,vhu,md,three,t3_13,turf,14,86
se,vhu,md,three,t3_14,abiotic,2,98
se,vhu,md,three,t3_14,biotic,5,95
se,vhu,md,three,t3_14,macro,4,96
se,vhu,md,three,t3_14,non-reef,25,75
se,vhu,md,three,t3_14,plob,11,89
se,vhu,md,three,t3_14,poci,49,51
se,vhu,md,three,t3_14,turf,4,96
se,vhu,md,three,t3_15,abiotic,1,99
se,vhu,md,three,t3_15,biotic,3,97
se,vhu,md,three,t3_15,macro,3,97
se,vhu,md,three,t3_15,non-reef,39,61
se,vhu,md,three,t3_15,plob,14,86
se,vhu,md,three,t3_15,poci,37,63
se,vhu,md,three,t3_15,turf,3,97
se,vhu,md,three,t3_2,abiotic,3,97
se,vhu,md,three,t3_2,biotic,1,99
se,vhu,md,three,t3_2,macro,2,98
se,vhu,md,three,t3_2,non-reef,20,80
se,vhu,md,three,t3_2,plob,12,88
se,vhu,md,three,t3_2,poci,47,53
se,vhu,md,three,t3_2,turf,15,85
se,vhu,md,three,t3_3,abiotic,0,100
se,vhu,md,three,t3_3,biotic,3,97
se,vhu,md,three,t3_3,macro,4,96
se,vhu,md,three,t3_3,non-reef,30,70
se,vhu,md,three,t3_3,plob,4,96
se,vhu,md,three,t3_3,poci,43,57
se,vhu,md,three,t3_3,turf,16,84
se,vhu,md,three,t3_4,abiotic,0,100
se,vhu,md,three,t3_4,biotic,6,94
se,vhu,md,three,t3_4,macro,5,95
se,vhu,md,three,t3_4,non-reef,37,63
se,vhu,md,three,t3_4,plob,3,97
se,vhu,md,three,t3_4,poci,38,62
se,vhu,md,three,t3_4,turf,11,89
se,vhu,md,three,t3_5,abiotic,0,100
se,vhu,md,three,t3_5,biotic,3,97
se,vhu,md,three,t3_5,macro,1,99
se,vhu,md,three,t3_5,non-reef,52,48
se,vhu,md,three,t3_5,plob,4,96
se,vhu,md,three,t3_5,poci,28,72
se,vhu,md,three,t3_5,turf,12,88
se,vhu,md,three,t3_6,abiotic,0,100
se,vhu,md,three,t3_6,biotic,7,93
se,vhu,md,three,t3_6,macro,1,99
se,vhu,md,three,t3_6,non-reef,45,55
se,vhu,md,three,t3_6,plob,7,93
se,vhu,md,three,t3_6,poci,31,69
se,vhu,md,three,t3_6,turf,10,90
se,vhu,md,three,t3_7,abiotic,0,100
se,vhu,md,three,t3_7,biotic,4,96
se,vhu,md,three,t3_7,macro,3,97
se,vhu,md,three,t3_7,non-reef,68,32
se,vhu,md,three,t3_7,plob,2,98
se,vhu,md,three,t3_7,poci,17,83
se,vhu,md,three,t3_7,turf,6,94
se,vhu,md,three,t3_8,abiotic,0,100
se,vhu,md,three,t3_8,biotic,9,91
se,vhu,md,three,t3_8,macro,6,94
se,vhu,md,three,t3_8,non-reef,61,39
se,vhu,md,three,t3_8,plob,0,100
se,vhu,md,three,t3_8,poci,16,84
se,vhu,md,three,t3_8,turf,8,92
se,vhu,md,three,t3_9,abiotic,1,99
se,vhu,md,three,t3_9,biotic,6,94
se,vhu,md,three,t3_9,macro,3,97
se,vhu,md,three,t3_9,non-reef,30,60
se,vhu,md,three,t3_9,plob,15,85
se,vhu,md,three,t3_9,poci,37,63
se,vhu,md,three,t3_9,turf,8,92
se,vhu,md,four,t4_1,abiotic,0,100
se,vhu,md,four,t4_1,biotic,4,96
se,vhu,md,four,t4_1,macro,4,96
se,vhu,md,four,t4_1,non-reef,23,77
se,vhu,md,four,t4_1,plob,19,81
se,vhu,md,four,t4_1,poci,43,57
se,vhu,md,four,t4_1,turf,7,93
se,vhu,md,four,t4_10,abiotic,24,76
se,vhu,md,four,t4_10,biotic,2,98
se,vhu,md,four,t4_10,macro,0,100
se,vhu,md,four,t4_10,non-reef,25,75
se,vhu,md,four,t4_10,plob,19,81
se,vhu,md,four,t4_10,poci,16,84
se,vhu,md,four,t4_10,turf,14,86
se,vhu,md,four,t4_11,abiotic,0,100
se,vhu,md,four,t4_11,biotic,2,98
se,vhu,md,four,t4_11,macro,6,94
se,vhu,md,four,t4_11,non-reef,17,83
se,vhu,md,four,t4_11,plob,27,73
se,vhu,md,four,t4_11,poci,23,77
se,vhu,md,four,t4_11,turf,25,75
se,vhu,md,four,t4_12,abiotic,0,100
se,vhu,md,four,t4_12,biotic,5,95
se,vhu,md,four,t4_12,macro,5,95
se,vhu,md,four,t4_12,non-reef,26,74
se,vhu,md,four,t4_12,plob,6,94
se,vhu,md,four,t4_12,poci,43,57
se,vhu,md,four,t4_12,turf,15,85
se,vhu,md,four,t4_13,abiotic,9,91
se,vhu,md,four,t4_13,biotic,11,89
se,vhu,md,four,t4_13,macro,26,74
se,vhu,md,four,t4_13,non-reef,10,90
se,vhu,md,four,t4_13,plob,7,93
se,vhu,md,four,t4_13,poci,27,73
se,vhu,md,four,t4_13,turf,10,90
se,vhu,md,four,t4_14,abiotic,0,100
se,vhu,md,four,t4_14,biotic,7,93
se,vhu,md,four,t4_14,macro,6,94
se,vhu,md,four,t4_14,non-reef,56,44
se,vhu,md,four,t4_14,plob,1,99
se,vhu,md,four,t4_14,poci,24,76
se,vhu,md,four,t4_14,turf,6,94
se,vhu,md,four,t4_15,abiotic,0,100
se,vhu,md,four,t4_15,biotic,2,98
se,vhu,md,four,t4_15,macro,0,100
se,vhu,md,four,t4_15,non-reef,52,48
se,vhu,md,four,t4_15,plob,11,89
se,vhu,md,four,t4_15,poci,25,75
se,vhu,md,four,t4_15,turf,10,90
se,vhu,md,four,t4_2,abiotic,0,100
se,vhu,md,four,t4_2,biotic,7,93
se,vhu,md,four,t4_2,macro,4,96
se,vhu,md,four,t4_2,non-reef,17,83
se,vhu,md,four,t4_2,plob,22,78
se,vhu,md,four,t4_2,poci,31,69
se,vhu,md,four,t4_2,turf,19,81
se,vhu,md,four,t4_3,abiotic,2,98
se,vhu,md,four,t4_3,biotic,8,92
se,vhu,md,four,t4_3,macro,3,97
se,vhu,md,four,t4_3,non-reef,38,62
se,vhu,md,four,t4_3,plob,14,86
se,vhu,md,four,t4_3,poci,21,79
se,vhu,md,four,t4_3,turf,14,86
se,vhu,md,four,t4_4,abiotic,6,94
se,vhu,md,four,t4_4,biotic,10,90
se,vhu,md,four,t4_4,macro,3,97
se,vhu,md,four,t4_4,non-reef,8,92
se,vhu,md,four,t4_4,plob,21,79
se,vhu,md,four,t4_4,poci,42,58
se,vhu,md,four,t4_4,turf,10,90
se,vhu,md,four,t4_5,abiotic,14,86
se,vhu,md,four,t4_5,biotic,3,97
se,vhu,md,four,t4_5,macro,4,96
se,vhu,md,four,t4_5,non-reef,35,65
se,vhu,md,four,t4_5,plob,15,85
se,vhu,md,four,t4_5,poci,25,75
se,vhu,md,four,t4_5,turf,5,95
se,vhu,md,four,t4_6,abiotic,19,81
se,vhu,md,four,t4_6,biotic,2,98
se,vhu,md,four,t4_6,macro,5,95
se,vhu,md,four,t4_6,non-reef,7,93
se,vhu,md,four,t4_6,plob,32,68
se,vhu,md,four,t4_6,poci,25,75
se,vhu,md,four,t4_6,turf,10,90
se,vhu,md,four,t4_7,abiotic,8,92
se,vhu,md,four,t4_7,biotic,10,90
se,vhu,md,four,t4_7,macro,7,93
se,vhu,md,four,t4_7,non-reef,6,96
se,vhu,md,four,t4_7,plob,38,62
se,vhu,md,four,t4_7,poci,28,72
se,vhu,md,four,t4_7,turf,3,97
se,vhu,md,four,t4_8,abiotic,0,100
se,vhu,md,four,t4_8,biotic,8,92
se,vhu,md,four,t4_8,macro,2,98
se,vhu,md,four,t4_8,non-reef,24,76
se,vhu,md,four,t4_8,plob,21,79
se,vhu,md,four,t4_8,poci,34,66
se,vhu,md,four,t4_8,turf,11,89
se,vhu,md,four,t4_9,abiotic,5,95
se,vhu,md,four,t4_9,biotic,2,98
se,vhu,md,four,t4_9,macro,5,95
se,vhu,md,four,t4_9,non-reef,21,79
se,vhu,md,four,t4_9,plob,21,79
se,vhu,md,four,t4_9,poci,41,59
se,vhu,md,four,t4_9,turf,5,95
