location,reef,depth,transect,photo,group,successes,failures
west,mtt,dp,t1,t1_3,plob,66,34
west,mtt,dp,t1,t1_3,poci,18,82
west,mtt,dp,t1,t1_3,turf,4,96
west,mtt,dp,t1,t1_4,abiotic,1,99
west,mtt,dp,t1,t1_4,biotic,NA,NA
west,mtt,dp,t1,t1_4,macro,14,86
west,mtt,dp,t1,t1_4,non-reef,3,97
west,mtt,dp,t1,t1_4,plob,76,24
west,mtt,dp,t1,t1_4,poci,4,96
west,mtt,dp,t1,t1_4,turf,2,98
west,mtt,dp,t1,t1_5,abiotic,2,98
west,mtt,dp,t1,t1_5,biotic,2,98
west,mtt,dp,t1,t1_5,macro,6,94
west,mtt,dp,t1,t1_5,non-reef,9,91
west,mtt,dp,t1,t1_5,plob,57,43
west,mtt,dp,t1,t1_5,poci,10,90
west,mtt,dp,t1,t1_5,turf,14,86
west,mtt,dp,t1,t1_6,abiotic,NA,NA
west,mtt,dp,t1,t1_6,biotic,3,97
west,mtt,dp,t1,t1_6,macro,10,90
west,mtt,dp,t1,t1_6,non-reef,1,99
west,mtt,dp,t1,t1_6,plob,70,30
west,mtt,dp,t1,t1_6,poci,5,95
west,mtt,dp,t1,t1_6,turf,11,89
west,mtt,dp,t1,t1_7,abiotic,1,99
west,mtt,dp,t1,t1_7,biotic,NA,NA
west,mtt,dp,t1,t1_7,macro,7,93
west,mtt,dp,t1,t1_7,non-reef,6,94
west,mtt,dp,t1,t1_7,plob,82,18
west,mtt,dp,t1,t1_7,poci,NA,NA
west,mtt,dp,t1,t1_7,turf,4,96
west,mtt,dp,t1,t1_8,abiotic,4,96
west,mtt,dp,t1,t1_8,biotic,NA,NA
west,mtt,dp,t1,t1_8,macro,1,99
west,mtt,dp,t1,t1_8,non-reef,7,93
west,mtt,dp,t1,t1_8,plob,85,15
west,mtt,dp,t1,t1_8,poci,NA,NA
west,mtt,dp,t1,t1_8,turf,3,97
west,mtt,dp,t1,t1_9,abiotic,3,97
west,mtt,dp,t1,t1_9,biotic,7,93
west,mtt,dp,t1,t1_9,macro,2,98
west,mtt,dp,t1,t1_9,non-reef,9,91
west,mtt,dp,t1,t1_9,plob,51,49
west,mtt,dp,t1,t1_9,poci,3,97
west,mtt,dp,t1,t1_9,turf,25,75
west,mtt,dp,t2,t2_1,abiotic,NA,NA
west,mtt,dp,t2,t2_1,biotic,NA,NA
west,mtt,dp,t2,t2_1,macro,2,98
west,mtt,dp,t2,t2_1,non-reef,3,97
west,mtt,dp,t2,t2_1,plob,70,30
west,mtt,dp,t2,t2_1,poci,9,91
west,mtt,dp,t2,t2_1,turf,16,84
west,mtt,dp,t2,t2_10,abiotic,14,86
west,mtt,dp,t2,t2_10,biotic,NA,NA
west,mtt,dp,t2,t2_10,macro,12,88
west,mtt,dp,t2,t2_10,NA,1,99
west,mtt,dp,t2,t2_10,non-reef,6,94
west,mtt,dp,t2,t2_10,plob,49,51
west,mtt,dp,t2,t2_10,poci,4,96
west,mtt,dp,t2,t2_10,turf,14,86
west,mtt,dp,t2,t2_11,abiotic,3,97
west,mtt,dp,t2,t2_11,biotic,NA,NA
west,mtt,dp,t2,t2_11,macro,19,81
west,mtt,dp,t2,t2_11,non-reef,3,97
west,mtt,dp,t2,t2_11,plob,66,34
west,mtt,dp,t2,t2_11,poci,2,98
west,mtt,dp,t2,t2_11,turf,7,93
west,mtt,dp,t2,t2_12,abiotic,NA,NA
west,mtt,dp,t2,t2_12,biotic,NA,NA
west,mtt,dp,t2,t2_12,macro,2,98
west,mtt,dp,t2,t2_12,NA,9,91
west,mtt,dp,t2,t2_12,non-reef,7,93
west,mtt,dp,t2,t2_12,plob,72,28
west,mtt,dp,t2,t2_12,poci,NA,NA
west,mtt,dp,t2,t2_12,turf,10,90
west,mtt,dp,t2,t2_13,abiotic,NA,NA
west,mtt,dp,t2,t2_13,biotic,NA,NA
west,mtt,dp,t2,t2_13,macro,10,90
west,mtt,dp,t2,t2_13,NA,1,99
west,mtt,dp,t2,t2_13,non-reef,6,94
west,mtt,dp,t2,t2_13,plob,64,36
west,mtt,dp,t2,t2_13,poci,13,87
west,mtt,dp,t2,t2_13,turf,6,94
west,mtt,dp,t2,t2_14,abiotic,NA,NA
west,mtt,dp,t2,t2_14,biotic,NA,NA
west,mtt,dp,t2,t2_14,macro,19,81
west,mtt,dp,t2,t2_14,NA,7,93
west,mtt,dp,t2,t2_14,non-reef,5,95
west,mtt,dp,t2,t2_14,plob,64,36
west,mtt,dp,t2,t2_14,poci,3,97
west,mtt,dp,t2,t2_14,turf,2,98
west,mtt,dp,t2,t2_15,abiotic,1,99
west,mtt,dp,t2,t2_15,biotic,1,99
west,mtt,dp,t2,t2_15,macro,18,82
west,mtt,dp,t2,t2_15,non-reef,13,87
west,mtt,dp,t2,t2_15,plob,53,47
west,mtt,dp,t2,t2_15,poci,3,97
west,mtt,dp,t2,t2_15,turf,11,89
west,mtt,dp,t2,t2_2,abiotic,2,98
west,mtt,dp,t2,t2_2,biotic,NA,NA
west,mtt,dp,t2,t2_2,macro,8,92
west,mtt,dp,t2,t2_2,non-reef,17,83
west,mtt,dp,t2,t2_2,plob,60,40
west,mtt,dp,t2,t2_2,poci,2,98
west,mtt,dp,t2,t2_2,turf,11,89
west,mtt,dp,t2,t2_3,abiotic,3,97
west,mtt,dp,t2,t2_3,biotic,NA,NA
west,mtt,dp,t2,t2_3,macro,18,82
west,mtt,dp,t2,t2_3,non-reef,8,92
west,mtt,dp,t2,t2_3,plob,54,46
west,mtt,dp,t2,t2_3,poci,4,96
west,mtt,dp,t2,t2_3,turf,13,87
west,mtt,dp,t2,t2_4,abiotic,1,99
west,mtt,dp,t2,t2_4,biotic,NA,NA
west,mtt,dp,t2,t2_4,macro,29,71
west,mtt,dp,t2,t2_4,non-reef,2,98
west,mtt,dp,t2,t2_4,plob,44,56
west,mtt,dp,t2,t2_4,poci,7,93
west,mtt,dp,t2,t2_4,turf,17,83
west,mtt,dp,t2,t2_5,abiotic,NA,NA
west,mtt,dp,t2,t2_5,biotic,NA,NA
west,mtt,dp,t2,t2_5,macro,16,84
west,mtt,dp,t2,t2_5,NA,2,98
west,mtt,dp,t2,t2_5,non-reef,2,98
west,mtt,dp,t2,t2_5,plob,61,39
west,mtt,dp,t2,t2_5,poci,5,95
west,mtt,dp,t2,t2_5,turf,14,86
west,mtt,dp,t2,t2_6,abiotic,4,96
west,mtt,dp,t2,t2_6,biotic,NA,NA
west,mtt,dp,t2,t2_6,macro,17,83
west,mtt,dp,t2,t2_6,non-reef,8,92
west,mtt,dp,t2,t2_6,plob,62,38
west,mtt,dp,t2,t2_6,poci,4,96
west,mtt,dp,t2,t2_6,turf,5,95
west,mtt,dp,t2,t2_7,abiotic,8,92
west,mtt,dp,t2,t2_7,biotic,NA,NA
west,mtt,dp,t2,t2_7,macro,13,87
west,mtt,dp,t2,t2_7,NA,1,99
west,mtt,dp,t2,t2_7,non-reef,7,93
west,mtt,dp,t2,t2_7,plob,53,47
west,mtt,dp,t2,t2_7,poci,4,96
west,mtt,dp,t2,t2_7,turf,14,86
west,mtt,dp,t2,t2_8,abiotic,17,83
west,mtt,dp,t2,t2_8,biotic,1,99
west,mtt,dp,t2,t2_8,macro,16,84
west,mtt,dp,t2,t2_8,non-reef,2,98
west,mtt,dp,t2,t2_8,plob,62,38
west,mtt,dp,t2,t2_8,poci,NA,NA
west,mtt,dp,t2,t2_8,turf,2,98
west,mtt,dp,t2,t2_9,abiotic,5,95
west,mtt,dp,t2,t2_9,biotic,NA,NA
west,mtt,dp,t2,t2_9,macro,21,79
west,mtt,dp,t2,t2_9,NA,2,98
west,mtt,dp,t2,t2_9,non-reef,8,92
west,mtt,dp,t2,t2_9,plob,50,50
west,mtt,dp,t2,t2_9,poci,3,97
west,mtt,dp,t2,t2_9,turf,11,89
west,mtt,dp,t3,t3_1,abiotic,2,98
west,mtt,dp,t3,t3_1,biotic,NA,NA
west,mtt,dp,t3,t3_1,macro,4,96
west,mtt,dp,t3,t3_1,NA,1,99
west,mtt,dp,t3,t3_1,non-reef,15,85
west,mtt,dp,t3,t3_1,plob,41,59
west,mtt,dp,t3,t3_1,poci,12,88
west,mtt,dp,t3,t3_1,turf,25,75
west,mtt,dp,t3,t3_10,abiotic,44,56
west,mtt,dp,t3,t3_10,biotic,6,94
west,mtt,dp,t3,t3_10,macro,NA,NA
west,mtt,dp,t3,t3_10,non-reef,5,95
west,mtt,dp,t3,t3_10,plob,15,85
west,mtt,dp,t3,t3_10,poci,NA,NA
west,mtt,dp,t3,t3_10,turf,30,70
west,mtt,dp,t3,t3_11,abiotic,5,95
west,mtt,dp,t3,t3_11,biotic,NA,NA
west,mtt,dp,t3,t3_11,macro,6,94
west,mtt,dp,t3,t3_11,NA,1,99
west,mtt,dp,t3,t3_11,non-reef,10,90
west,mtt,dp,t3,t3_11,plob,53,47
west,mtt,dp,t3,t3_11,poci,7,93
west,mtt,dp,t3,t3_11,turf,18,82
west,mtt,dp,t3,t3_12,abiotic,NA,NA
west,mtt,dp,t3,t3_12,biotic,NA,NA
west,mtt,dp,t3,t3_12,macro,9,91
west,mtt,dp,t3,t3_12,non-reef,11,89
west,mtt,dp,t3,t3_12,plob,50,50
west,mtt,dp,t3,t3_12,poci,11,89
west,mtt,dp,t3,t3_12,turf,19,81
west,mtt,dp,t3,t3_13,abiotic,NA,NA
west,mtt,dp,t3,t3_13,biotic,NA,NA
west,mtt,dp,t3,t3_13,macro,3,97
west,mtt,dp,t3,t3_13,non-reef,11,89
west,mtt,dp,t3,t3_13,plob,70,30
west,mtt,dp,t3,t3_13,poci,7,93
west,mtt,dp,t3,t3_13,turf,9,91
west,mtt,dp,t3,t3_14,abiotic,NA,NA
west,mtt,dp,t3,t3_14,biotic,NA,NA
west,mtt,dp,t3,t3_14,macro,6,94
west,mtt,dp,t3,t3_14,non-reef,13,87
west,mtt,dp,t3,t3_14,plob,74,26
west,mtt,dp,t3,t3_14,poci,4,96
west,mtt,dp,t3,t3_14,turf,3,97
west,mtt,dp,t3,t3_15,abiotic,1,99
west,mtt,dp,t3,t3_15,biotic,NA,NA
west,mtt,dp,t3,t3_15,macro,7,93
west,mtt,dp,t3,t3_15,NA,1,99
west,mtt,dp,t3,t3_15,non-reef,7,93
west,mtt,dp,t3,t3_15,plob,63,37
west,mtt,dp,t3,t3_15,poci,11,89
west,mtt,dp,t3,t3_15,turf,10,90
west,mtt,dp,t3,t3_2,abiotic,13,87
west,mtt,dp,t3,t3_2,biotic,NA,NA
west,mtt,dp,t3,t3_2,macro,3,97
west,mtt,dp,t3,t3_2,NA,1,99
west,mtt,dp,t3,t3_2,non-reef,7,93
west,mtt,dp,t3,t3_2,plob,40,60
west,mtt,dp,t3,t3_2,poci,10,90
west,mtt,dp,t3,t3_2,turf,26,74
west,mtt,dp,t3,t3_3,abiotic,13,87
west,mtt,dp,t3,t3_3,biotic,NA,NA
west,mtt,dp,t3,t3_3,macro,3,97
west,mtt,dp,t3,t3_3,NA,1,99
west,mtt,dp,t3,t3_3,non-reef,7,93
west,mtt,dp,t3,t3_3,plob,40,60
west,mtt,dp,t3,t3_3,poci,10,90
west,mtt,dp,t3,t3_3,turf,26,74
west,mtt,dp,t3,t3_4,abiotic,13,87
west,mtt,dp,t3,t3_4,biotic,NA,NA
west,mtt,dp,t3,t3_4,macro,3,97
west,mtt,dp,t3,t3_4,NA,1,99
west,mtt,dp,t3,t3_4,non-reef,7,93
west,mtt,dp,t3,t3_4,plob,40,60
west,mtt,dp,t3,t3_4,poci,10,90
west,mtt,dp,t3,t3_4,turf,26,74
west,mtt,dp,t3,t3_5,abiotic,NA,NA
west,mtt,dp,t3,t3_5,biotic,NA,NA
west,mtt,dp,t3,t3_5,macro,3,97
west,mtt,dp,t3,t3_5,non-reef,12,88
west,mtt,dp,t3,t3_5,plob,62,38
west,mtt,dp,t3,t3_5,poci,9,91
west,mtt,dp,t3,t3_5,turf,14,86
west,mtt,dp,t3,t3_6,abiotic,11,89
west,mtt,dp,t3,t3_6,biotic,NA,NA
west,mtt,dp,t3,t3_6,macro,2,98
west,mtt,dp,t3,t3_6,NA,1,99
west,mtt,dp,t3,t3_6,non-reef,10,90
west,mtt,dp,t3,t3_6,plob,36,64
west,mtt,dp,t3,t3_6,poci,8,92
west,mtt,dp,t3,t3_6,turf,32,68
west,mtt,dp,t3,t3_7,abiotic,NA,NA
west,mtt,dp,t3,t3_7,biotic,2,98
west,mtt,dp,t3,t3_7,macro,NA,NA
west,mtt,dp,t3,t3_7,NA,1,99
west,mtt,dp,t3,t3_7,non-reef,7,93
west,mtt,dp,t3,t3_7,plob,68,32
west,mtt,dp,t3,t3_7,poci,3,97
west,mtt,dp,t3,t3_7,turf,19,81
west,mtt,dp,t3,t3_8,abiotic,NA,NA
west,mtt,dp,t3,t3_8,biotic,NA,NA
west,mtt,dp,t3,t3_8,macro,NA,NA
west,mtt,dp,t3,t3_8,non-reef,14,86
west,mtt,dp,t3,t3_8,plob,62,38
west,mtt,dp,t3,t3_8,poci,NA,NA
west,mtt,dp,t3,t3_8,turf,24,76
west,mtt,dp,t3,t3_9,abiotic,33,67
west,mtt,dp,t3,t3_9,biotic,NA,NA
west,mtt,dp,t3,t3_9,macro,2,98
west,mtt,dp,t3,t3_9,non-reef,3,97
west,mtt,dp,t3,t3_9,plob,19,81
west,mtt,dp,t3,t3_9,poci,15,85
west,mtt,dp,t3,t3_9,turf,28,72
west,mtt,dp,t4,t4_1,abiotic,3,97
west,mtt,dp,t4,t4_1,biotic,3,97
west,mtt,dp,t4,t4_1,macro,13,87
west,mtt,dp,t4,t4_1,NA,2,98
west,mtt,dp,t4,t4_1,non-reef,12,88
west,mtt,dp,t4,t4_1,plob,24,76
west,mtt,dp,t4,t4_1,poci,29,71
west,mtt,dp,t4,t4_1,turf,14,86
west,mtt,dp,t4,t4_10,abiotic,NA,NA
west,mtt,dp,t4,t4_10,biotic,9,91
west,mtt,dp,t4,t4_10,macro,3,97
west,mtt,dp,t4,t4_10,NA,1,99
west,mtt,dp,t4,t4_10,non-reef,11,89
west,mtt,dp,t4,t4_10,plob,45,55
west,mtt,dp,t4,t4_10,poci,19,81
west,mtt,dp,t4,t4_10,turf,12,88
west,mtt,dp,t4,t4_11,abiotic,NA,NA
west,mtt,dp,t4,t4_11,biotic,NA,NA
west,mtt,dp,t4,t4_11,macro,5,95
west,mtt,dp,t4,t4_11,NA,2,98
west,mtt,dp,t4,t4_11,non-reef,6,94
west,mtt,dp,t4,t4_11,plob,55,45
west,mtt,dp,t4,t4_11,poci,20,80
west,mtt,dp,t4,t4_11,turf,12,88
west,mtt,dp,t4,t4_12,abiotic,NA,NA
west,mtt,dp,t4,t4_12,biotic,16,84
west,mtt,dp,t4,t4_12,macro,10,90
west,mtt,dp,t4,t4_12,non-reef,8,92
west,mtt,dp,t4,t4_12,plob,33,67
west,mtt,dp,t4,t4_12,poci,12,88
west,mtt,dp,t4,t4_12,turf,21,79
west,mtt,dp,t4,t4_13,abiotic,NA,NA
west,mtt,dp,t4,t4_13,biotic,21,79
west,mtt,dp,t4,t4_13,macro,12,88
west,mtt,dp,t4,t4_13,NA,1,99
west,mtt,dp,t4,t4_13,non-reef,9,91
west,mtt,dp,t4,t4_13,plob,38,62
west,mtt,dp,t4,t4_13,poci,2,98
west,mtt,dp,t4,t4_13,turf,17,83
west,mtt,dp,t4,t4_14,abiotic,NA,NA
west,mtt,dp,t4,t4_14,biotic,10,90
west,mtt,dp,t4,t4_14,macro,2,98
west,mtt,dp,t4,t4_14,NA,2,98
west,mtt,dp,t4,t4_14,non-reef,13,87
west,mtt,dp,t4,t4_14,plob,63,37
west,mtt,dp,t4,t4_14,poci,6,94
west,mtt,dp,t4,t4_14,turf,4,96
west,mtt,dp,t4,t4_15,abiotic,NA,NA
west,mtt,dp,t4,t4_15,biotic,NA,NA
west,mtt,dp,t4,t4_15,macro,3,97
west,mtt,dp,t4,t4_15,NA,3,97
west,mtt,dp,t4,t4_15,non-reef,5,95
west,mtt,dp,t4,t4_15,plob,74,26
west,mtt,dp,t4,t4_15,poci,12,88
west,mtt,dp,t4,t4_15,turf,3,97
west,mtt,dp,t4,t4_2,abiotic,1,99
west,mtt,dp,t4,t4_2,biotic,4,96
west,mtt,dp,t4,t4_2,macro,10,90
west,mtt,dp,t4,t4_2,NA,1,99
west,mtt,dp,t4,t4_2,non-reef,6,94
west,mtt,dp,t4,t4_2,plob,54,46
west,mtt,dp,t4,t4_2,poci,6,94
west,mtt,dp,t4,t4_2,turf,18,82
west,mtt,dp,t4,t4_3,abiotic,2,98
west,mtt,dp,t4,t4_3,biotic,NA,NA
west,mtt,dp,t4,t4_3,macro,7,93
west,mtt,dp,t4,t4_3,non-reef,10,90
west,mtt,dp,t4,t4_3,plob,65,35
west,mtt,dp,t4,t4_3,poci,11,89
west,mtt,dp,t4,t4_3,turf,5,95
west,mtt,dp,t4,t4_4,abiotic,NA,NA
west,mtt,dp,t4,t4_4,biotic,NA,NA
west,mtt,dp,t4,t4_4,macro,8,92
west,mtt,dp,t4,t4_4,non-reef,4,96
west,mtt,dp,t4,t4_4,plob,78,22
west,mtt,dp,t4,t4_4,poci,6,94
west,mtt,dp,t4,t4_4,turf,4,96
west,mtt,dp,t4,t4_5,abiotic,2,98
west,mtt,dp,t4,t4_5,biotic,NA,NA
west,mtt,dp,t4,t4_5,macro,4,96
west,mtt,dp,t4,t4_5,NA,1,99
west,mtt,dp,t4,t4_5,non-reef,5,95
west,mtt,dp,t4,t4_5,plob,82,18
west,mtt,dp,t4,t4_5,poci,NA,NA
west,mtt,dp,t4,t4_5,turf,6,94
west,mtt,dp,t4,t4_6,abiotic,NA,NA
west,mtt,dp,t4,t4_6,biotic,NA,NA
west,mtt,dp,t4,t4_6,macro,6,94
west,mtt,dp,t4,t4_6,non-reef,2,98
west,mtt,dp,t4,t4_6,plob,72,28
west,mtt,dp,t4,t4_6,poci,11,89
west,mtt,dp,t4,t4_6,turf,9,91
west,mtt,dp,t4,t4_7,abiotic,3,97
west,mtt,dp,t4,t4_7,biotic,NA,NA
west,mtt,dp,t4,t4_7,macro,7,93
west,mtt,dp,t4,t4_7,NA,1,99
west,mtt,dp,t4,t4_7,non-reef,5,95
west,mtt,dp,t4,t4_7,plob,52,48
west,mtt,dp,t4,t4_7,poci,2,98
west,mtt,dp,t4,t4_7,turf,30,70
west,mtt,dp,t4,t4_8,abiotic,1,99
west,mtt,dp,t4,t4_8,biotic,NA,NA
west,mtt,dp,t4,t4_8,macro,1,99
west,mtt,dp,t4,t4_8,NA,1,99
west,mtt,dp,t4,t4_8,non-reef,11,89
west,mtt,dp,t4,t4_8,plob,68,32
west,mtt,dp,t4,t4_8,poci,3,97
west,mtt,dp,t4,t4_8,turf,15,85
west,mtt,dp,t4,t4_9,abiotic,NA,NA
west,mtt,dp,t4,t4_9,biotic,NA,NA
west,mtt,dp,t4,t4_9,macro,6,94
west,mtt,dp,t4,t4_9,non-reef,4,96
west,mtt,dp,t4,t4_9,plob,66,34
west,mtt,dp,t4,t4_9,poci,13,87
west,mtt,dp,t4,t4_9,turf,11,89
